text,label,
The login issue with my account is inconvenient. Please address it quickly.,Dissatisfied,
"Just okay, nothing exciting",Neutral,
swap an item of order ,Neutral,
Absolutely ridiculous! missing items in order is still unresolved after 2 days. Do I need to beg now?,Highly Dissatisfied,
 It took too long to hear back about my refund request.,Dissatisfied,
Wtf! How do you fail at this AGAIN? This is completely unprofessional!,Highly Dissatisfied,
add some products to order ,Neutral,
You've officially lost a customer. This is the most incompetent shit I've ever seen.,Highly Dissatisfied,
The account setup could have been handled much better.,Dissatisfied,
It was? okay. Neither here nor there.,Neutral,
Thanks for resolving my refund concerns in such a short time.,Satisfied,
"Every time I inquire about the unexpected charges, I'm met with silence and confusion. This is beyond frustrating!",Highly Dissatisfied,
I expected the service activation to happen faster. It's a bit frustrating.,Slightly Dissatisfied,
The quick turnaround on my damaged item was much appreciated!,Satisfied,
account login issue has been an inconvenience. Can you address this quickly?,Dissatisfied,
You've ruined my trust. I'll make sure everyone I know avoids your company.,Highly Dissatisfied,
Logging in has become an inconvenience. Please address this issue immediately.,Dissatisfied,
This is beyond belief! Why is it so hard to get an honest answer about my service activation delay?,Highly Dissatisfied,
"The delayed delivery wasn't great, though I'm glad the order arrived.",Slightly Dissatisfied,
This is beyond frustrating! Paid for delivery and now I'm facing all these problems!,Highly Dissatisfied,
I appreciate the care taken to resolve my issue promptly.,Satisfied,
"order delivery was delayed, but at least the product works well. Can't complain much.",Neutral,
"I've been asking about my service activation delay for days, and all I get is confusion. This is pathetic!",Highly Dissatisfied,
The support for service activation delay has been below par. Please sort this out quickly.,Dissatisfied,
"The item was advertised as new, but it looks used. What's going on?",Dissatisfied,
Definitely recommend this,Satisfied,
help with deleting an item from order ,Neutral,
Your customer service sucks! The agent didn't even try to understand my problem.,Highly Dissatisfied,
Absolutely ridiculous! overbilling is still unresolved after 12 days. Do I need to beg now?,Highly Dissatisfied,
"The item was clearly defective, but your team refuses to issue a refund. Ridiculous!",Highly Dissatisfied,
Thanks for resolving order delivery so quickly. Great job!,Satisfied,
Cheerful,Positive,
"It's been decent so far, though the wait times have been a bit too long.",Neutral,
I'm not happy with how this situation was handled.,Dissatisfied,
I'm disappointed with how my damaged item concern was addressed. Fix this now.,Dissatisfied,
Excellent work in resolving my refund concern quickly.,Satisfied,
Bullshit! This is unacceptable.,Dissatisfied,
This is a rip-off. You're charging way too much for such poor quality.,Highly Dissatisfied,
"I do not wish to criticize, however the membership canceling process was not handled professionally.",Dissatisfied,
Got the wrong item. Not what I was expecting.,Dissatisfied,
"Horrible, just horrible overall",Dissatisfied,
The cancellation problem was handled quickly and without any hassle.thank you!,Satisfied,
"I have to swap some items of order , help me",Neutral,
"I would like to edit purchase , how could I do it?",Neutral,
Cancelling the subscription was uneventful and met basic expectations.,Neutral,
"It was okay overall, but the return process could use improvement.",Slightly Dissatisfied,
what do I have to do to change an item of purchase ?,Neutral,
I'm done with this! Paid for delivery and still dealing with this disaster!,Highly Dissatisfied,
"The service was okay, but the updates didn't flow as they should have.",Slightly Dissatisfied,
Absolutely ridiculous! long wait times is still unresolved after 12 days. Do I need to beg now?,Highly Dissatisfied,
"This is unbelievable! I paid for delivery, and I'm still dealing with this mess!",Highly Dissatisfied,
"Good customer service, but they could've been more responsive.",Neutral,
"I don't intend to be harsh, but the membership cancellation process left much to be desired in terms of professionalism.",Dissatisfied,
help to edit order ,Neutral,
give me information about a delivery address modification,Neutral,
The incorrect item took away from what could?ve been a smooth experience.,Slightly Dissatisfied,
How hard is it to deliver the right item? Pathetic service!,Dissatisfied,
The damaged item was replaced in no time.excellent work!,Satisfied,
can i swap an article of purchase ,Neutral,
"Delivery was on time, but the item isn't what I ordered.",Neutral,
The subscription cancellation process was unremarkable and straightforward.,Neutral,
This is the worst account setup I've encountered. Do something about it!,Highly Dissatisfied,
I thought the activation would happen sooner. I'm feeling slightly disappointed.,Slightly Dissatisfied,
communication issues was just okay. Nothing to complain or praise about.,Neutral,
The professionalism displayed was outstanding.thank you!,Satisfied,
I can't believe how bad this is,Highly Dissatisfied,
I expected better service. website navigation was below par.,Dissatisfied,
wannha add a goddamn item to order ,Neutral,
I've been waiting for 8 days.what's taking so long to fix this login issue?,Highly Dissatisfied,
"Despite two efforts to contact you, my billing problem hasn't been fixed.",Dissatisfied,
Go to hell. I'm never using your service again!,Highly Dissatisfied,
"I missed a product in order , how can I add it?",Neutral,
I'd like to add a prdouct to purchase  will uhelp me,Neutral,
What's the status of my long wait times for support? I'd like to get this sorted soon.,Neutral,
Thank you for the fast resolution to my delivery concern.well done!,Satisfied,
I appreciate the fast and effective solution.well done!,Satisfied,
"I have got to edit purchase , could you help me?",Neutral,
"So disappointed. I trusted you with long wait times, and it's been a pain so far.",Dissatisfied,
"Every time I inquire about my service activation, I get no concrete answers. This is ridiculous!",Highly Dissatisfied,
I'm thrilled with the efficient handling of the website issues.great job!,Satisfied,
Absolutely ridiculous! order delivery is still unresolved after 1 days. Do I need to beg now?,Highly Dissatisfied,
No complaints here. My product malfunction was resolved without any issues.,Satisfied,
The repair was done faster than expected and with great care.,Satisfied,
"Was left hanging for my refund. Not cool, fam.",Dissatisfied,
How tf do you call this service? Pathetic handling of billing error.,Highly Dissatisfied,
need help to switch several articles of purchase ,Neutral,
how can i swap several items of purchase ,Neutral,
Absolutely ridiculous! unexpected charges is still unresolved after 8 days. Do I need to beg now?,Highly Dissatisfied,
"Ugh, I regret choosing this.",Dissatisfied,
"OMG, your support team sucks. account login issue has been dragging on for WEEKS now. Fix it NOW!",Highly Dissatisfied,
This is ridiculous! A simple billing issue shouldn't take this long to fix.,Highly Dissatisfied,
I'm beyond frustrated! Why is it so difficult to get a clear explanation about these unexpected charges?,Highly Dissatisfied,
"The package arrived. Everything seems fine, but I need some help assembling it.",Neutral,
could ya help me changing an item of order ,Neutral,
Wtf! Another mistake? Do you not have any quality control?,Highly Dissatisfied,
I cannot add a fucking product to order ,Neutral,
I'm upset because part of my order arrived broken.,Dissatisfied,
"This is outrageous! I've been waiting for 6 days, and still no update on my customer service rudeness.",Highly Dissatisfied,
i need help switching something of order ,Neutral,
"Not the worst experience, but account login issue has left me dissatisfied. Do better.",Dissatisfied,
You've lost a loyal customer. I'm done dealing with this nonsense!,Highly Dissatisfied,
help adding some items to purchase ,Neutral,
I'm extremely satisfied with the way my issue was handled.,Satisfied,
Thank you for restoring the smooth browsing experience with the prompt bug fix!,Satisfied,
Refund policy feels outdated. Upgrade it already.,Dissatisfied,
I just wanted to follow up and ask if my refund request is being reviewed.,Neutral,
"The returns weren't bad, but they didn't fully satisfy me either.",Slightly Dissatisfied,
You guys nailed it. technical support delays was resolved perfectly. Thanks a lot!,Satisfied,
